osmid,x,y
6115049795,2.8248403,36.7002886
2990924397,2.8249299,36.6990909
2712291675,2.8249842,36.6933722
1118900151,2.8250403,36.6985838
10887326541,2.8250425,36.7095007
3180348362,2.8250583,36.6990403
1118900123,2.8251044,36.6980448
10887310408,2.8252451,36.6954533
975646231,2.8253415,36.7128932
10887310139,2.8253523,36.6930364
2712291662,2.8253701,36.6932643
2712291671,2.8253773,36.693389
975648083,2.8254075,36.6939134
10887310207,2.8255025,36.6939088
10887310595,2.8255293,36.6945502
3180348263,2.82561,36.6993845
975648075,2.8256162,36.6950626
10887310092,2.8257942,36.6948641
2712291668,2.8258254,36.6933575
2712291663,2.8258738,36.6932224
10887310123,2.8258831,36.6993107
3180348278,2.8258899,36.6889784
9354695703,2.825969,36.6414704
3180348334,2.8259783,36.6958368
10887309971,2.8260201,36.6994078
10887310071,2.8260219,36.6945627
975654792,2.8263766,36.6931614
2712291666,2.8264172,36.6935914
975648079,2.8264536,36.693977
9036955986,2.8265598,36.6775829
975648069,2.826795,36.695639
3180348273,2.8268901,36.682774
10887310550,2.826898,36.6955031
2707905823,2.8270445,36.6932842
10887309788,2.8270751,36.6952885
10887310971,2.8271605,36.6951828
975596557,2.8271706,36.7090249
1118900116,2.8272158,36.6979934
3180348337,2.8272303,36.6984198
4757157973,2.8272333,36.6982714
4756635796,2.8272537,36.6976173
1118900117,2.8272552,36.6974607
3179178145,2.8272656,36.6795733
1118900119,2.8272712,36.6970763
10887326677,2.8273256,36.7091756
9036955983,2.827335,36.676091
10887315874,2.8273453,36.694952
975646228,2.8273814,36.7167819
3180348370,2.8274633,36.689491
975648068,2.8276399,36.6945842
3179178112,2.8277029,36.6792531
975596589,2.8277071,36.7011388
975654812,2.8277432,36.6968639
3180348291,2.8277578,36.6890037
975654802,2.8277684,36.6967013
975648073,2.8277879,36.6962016
4756635757,2.8278611,36.6976555
10887310745,2.8279321,36.7006525
4757157993,2.827955,36.6982831
10887315012,2.8280534,36.6958511
10887310590,2.8280908,36.6940288
3179178100,2.8283385,36.6797561
10887312841,2.828365,36.695515
975648066,2.8284339,36.6936072
3172308997,2.8285062,36.6998294
975654790,2.8286607,36.6951632
2691764846,2.828678,36.6989053
3179178111,2.828715,36.6760515
3172309047,2.8287382,36.6992295
3172309188,2.8288187,36.699279
4756635753,2.8289528,36.6962619
10887315185,2.8289565,36.6938922
3172309186,2.8289796,36.6993779
3172309257,2.8289821,36.6990901
3172309185,2.8290012,36.6998661
3172309192,2.8290167,36.6991112
3172309367,2.8290551,36.6997979
4756635686,2.8290735,36.6951392
10887315234,2.8290852,36.6973885
3172309239,2.8291351,36.6988316
3172309031,2.8292247,36.698886
3172308989,2.8293229,36.6989456
3172309365,2.8293234,36.7000561
2691764844,2.8294093,36.6993497
2995556504,2.829432,36.7189316
3172309231,2.8294541,36.7004264
418189914,2.8294661,36.6964773
3172309171,2.8295216,36.7001255
4757158100,2.8295226,36.6968302
975645992,2.8295309,36.6974455
975646233,2.8295583,36.7111258
3172309177,2.829648,36.6965552
975645991,2.8297061,36.6965926
975596626,2.8297613,36.7031346
4757157986,2.8297785,36.7007868
3172308978,2.8297923,36.7000187
3172309045,2.8297952,36.6962975
4757157940,2.8298412,36.6969961
2691764856,2.8298432,36.698889
3172309207,2.8298513,36.698251
3172309058,2.8298915,36.6981994
4757157953,2.8299377,36.6992864
418189916,2.8299986,36.6967682
3172309212,2.8300097,36.6980534
8185375646,2.8300379,36.7068962
975654769,2.83005,36.6965644
3172309215,2.8300536,36.6997332
975654815,2.8300688,36.6959435
975596569,2.8301102,36.7026068
975645974,2.8301228,36.6968425
418189917,2.8301756,36.6968651
975654771,2.8302407,36.6965243
2691764853,2.830255,36.6984269
4757158068,2.8302721,36.6994929
4757158060,2.8302875,36.700729
2691764850,2.8303181,36.7005805
975654776,2.8303908,36.6955097
3172309246,2.8304237,36.6956427
975654777,2.8304461,36.6957331
2995556439,2.8304577,36.7148898
3172309051,2.8304779,36.6992667
2691764847,2.8304834,36.7000866
2691764836,2.8305139,36.7000071
975654772,2.8306332,36.6964648
975645993,2.8306467,36.6976641
3172308999,2.8306474,36.6986683
975654779,2.8306681,36.6965767
975654774,2.8306965,36.695186
4757158118,2.8306994,36.7001165
975645978,2.8307635,36.6974916
975654782,2.8307746,36.6954499
283447960,2.8307992,36.7009681
3180348342,2.8308115,36.6825052
975654785,2.830825,36.695674
3172309022,2.830857,36.6984424
11207409340,2.8308906,36.7200463
2691764855,2.8309359,36.6995392
10887310459,2.8309623,36.6978659
10887310067,2.831007,36.6964928
418189920,2.8310173,36.6971376
3180348261,2.8310361,36.6829024
975645871,2.8310436,36.6966455
10765737715,2.8310535,36.6410104
5318423320,2.8310696,36.6410939
9036955982,2.8311362,36.676862
975645979,2.8311497,36.6976956
3180334017,2.8311509,36.6826147
10887310757,2.831327,36.6980723
2691764829,2.831339,36.6990884
9036955979,2.8313472,36.6759585
11135527690,2.8314064,36.6944432
4756635692,2.8314176,36.6969156
975596521,2.8314304,36.7040704
11135527670,2.8314359,36.6947298
975645995,2.8314621,36.6972284
3180348272,2.8314945,36.6827619
975645980,2.831511,36.6978796
11135527696,2.8315458,36.6942739
975654787,2.8315524,36.6963787
11135535211,2.8315725,36.6934848
418189922,2.8315816,36.6972579
11135535109,2.8316032,36.6943024
975645957,2.8316958,36.6994054
5893719056,2.8317005,36.6962965
10887313811,2.8317151,36.6982605
3042973330,2.8317476,36.6435963
11135527678,2.8317872,36.6948051
975645997,2.8318483,36.6973785
975645981,2.8318935,36.6980774
3172308991,2.8319244,36.6972325
975645865,2.8319368,36.6960965
975596519,2.8319663,36.7039229
3180348323,2.8319721,36.6829449
3180348287,2.8319945,36.6822902
1665001298,2.8320407,36.7221174
10765737713,2.8320852,36.6409946
10887315718,2.8321013,36.6989659
418189902,2.8322072,36.6984566
5893719059,2.8322309,36.6967951
1652423354,2.8322643,36.7223353
3042973403,2.8322733,36.6438201
975645961,2.8322753,36.6997883
975645942,2.8322824,36.7006596
975596513,2.8323187,36.7037012
975645982,2.8323216,36.697482
3042973254,2.8323473,36.6423399
11135535143,2.83238,36.6928759
975645852,2.8323807,36.6958398
11135527697,2.8323854,36.6942029
3042973317,2.8323948,36.6425337
3172308993,2.8323992,36.7001241
11135535138,2.8324551,36.6931899
975645896,2.8326142,36.6964264
10887314822,2.8326222,36.6993964
1664796158,2.8326616,36.7223201
975585339,2.8326637,36.7111995
1492575288,2.8326754,36.721105
1664796102,2.8326996,36.7222062
975645758,2.8327138,36.697015
3172309243,2.8327241,36.6971535
975585465,2.8327547,36.7110162
4325324381,2.8327607,36.69924
10887340684,2.8328012,36.711364
418189911,2.8328036,36.6976059
975585350,2.8328038,36.7116488
9357224578,2.8328103,36.7030003
418191348,2.8328181,36.7128095
975645943,2.8328217,36.7001078
975645785,2.8328241,36.694732
975645985,2.8328409,36.6976311
975585737,2.832842,36.7119199
1664796020,2.8328715,36.7216914
975585451,2.8328778,36.7108553
4757158070,2.8329364,36.7005057
975585345,2.8329625,36.71183
10940303030,2.8329705,36.7112629
975585432,2.8330155,36.7106971
1492575289,2.8330209,36.7212661
11135535258,2.8330545,36.6931494
3172309182,2.8330698,36.6981479
975645889,2.833076,36.6977978
975585764,2.8330821,36.7128095
975645788,2.8330872,36.6944067
975645887,2.8330913,36.6973411
4757157961,2.8331236,36.6961844
975585338,2.833129,36.7117325
975585422,2.8331406,36.7105596
10887332152,2.8331434,36.7111597
975645756,2.8331453,36.6964695
3042973421,2.8331477,36.6416551
4325324382,2.8331646,36.6997466
481112942,2.8331849,36.7098428
943583472,2.8332043,36.7244747
975645757,2.8332184,36.6969639
975645786,2.8332263,36.6949561
943583542,2.833242,36.7250669
975585405,2.8332606,36.7104296
418189908,2.8332629,36.6979427
481112967,2.8333067,36.7100928
975585467,2.8333076,36.7116281
1652423349,2.8333742,36.7230015
3042973380,2.8334642,36.6413839
481112871,2.8334682,36.709657
975585454,2.8334683,36.7115343
10887314627,2.8334799,36.6969444
975646229,2.833493,36.7130228
975585264,2.8335044,36.7106962
975645789,2.8335093,36.6946625
418189905,2.8335138,36.6980742
975645784,2.8335248,36.6951301
418189901,2.8335305,36.698393
975645911,2.8335434,36.6973509
10887338402,2.8335496,36.7189627
943583475,2.8335529,36.7249075
418191372,2.8335615,36.7129803
975585316,2.8335756,36.7102104
11135535285,2.8335999,36.6938421
975585300,2.8336043,36.7116912
10887312765,2.833614,36.6976455
3103624365,2.8336335,36.7130706
975585507,2.8336473,36.7102924
481112885,2.8336487,36.7099601
975645793,2.8336506,36.6964431
2635828640,2.8336836,36.7130906
975645794,2.8337035,36.6967963
975645790,2.8337201,36.6947705
418191349,2.8337454,36.7128106
975585604,2.8337473,36.7095654
1652423356,2.83379,36.7238715
943583556,2.8337908,36.7257511
975585276,2.8338033,36.711023
4756635694,2.8338126,36.6936079
975585297,2.8338156,36.7115905
4757157968,2.833821,36.7001198
975645861,2.8338254,36.6942898
288135337,2.8338267,36.7128164
975585268,2.8338268,36.7104978
4757157928,2.8338402,36.7010713
2635828619,2.8338463,36.7128402
943583462,2.8338481,36.7241049
943583505,2.8338617,36.7247483
10887312364,2.8338769,36.6967766
975585247,2.8338949,36.7105757
3172308992,2.8339017,36.6954939
418191375,2.8339078,36.712997
975645761,2.833919,36.6976434
975645891,2.8339297,36.6973079
3042973289,2.8339309,36.6413753
975585310,2.8339432,36.7098362
5398851881,2.8339443,36.7147292
10959273802,2.8339456,36.7242246
975585293,2.8339821,36.7114864
418842970,2.8339845,36.724024
975645762,2.8339941,36.6981595
975645791,2.8339946,36.6949301
975645787,2.8339957,36.6953818
975585407,2.833998,36.7112358
975645949,2.8340137,36.7009229
975645827,2.8340426,36.6944153
975585470,2.8340477,36.7124295
1652423346,2.8340541,36.7225425
975585192,2.8340602,36.7123614
1652423351,2.8340616,36.7236908
4756635706,2.8340674,36.7005861
975585335,2.8340692,36.7127907
314767911,2.8340708,36.7241628
975585456,2.8340776,36.7122037
975585609,2.8340906,36.7094793
975645760,2.8340909,36.6977463
4756635784,2.8340915,36.6964118
975645781,2.8340935,36.6963626
4757157969,2.8340978,36.6994154
975645912,2.8341104,36.6974616
975585277,2.8341153,36.7108279
1664796042,2.8341212,36.7218952
943583479,2.8341278,36.7255902
481101830,2.8341302,36.7120034
418191377,2.8341399,36.7133389
1664795980,2.8341489,36.7216029
975596652,2.8341657,36.7060044
975645770,2.8341659,36.698727
3622372953,2.8341672,36.7128888
975585364,2.834196,36.7114523
975585420,2.8341979,36.7117242
943583459,2.8342191,36.7245604
975645839,2.8342248,36.6938379
975585558,2.8342321,36.7097146
975645792,2.8342576,36.6950744
975645947,2.8342778,36.7007296
975645892,2.8342826,36.6961298
975645809,2.8343075,36.6945688
418189907,2.8343116,36.6972644
4756635667,2.8343278,36.6940579
975585525,2.8343278,36.7110613
3622372943,2.8343282,36.7129845
975585500,2.8343481,36.7099266
975646131,2.8343588,36.6832675
975585409,2.834366,36.7116382
975585622,2.834391,36.7093847
418191347,2.8344133,36.7127862
943583520,2.834425,36.7254128
10908390585,2.8344483,36.6831665
975645772,2.834449,36.6971284
975645814,2.8344757,36.6946753
975585697,2.8344796,36.7138596
975645902,2.8344816,36.6958255
3180348368,2.834483,36.6831374
975585361,2.8345185,36.7112668
975585560,2.8345334,36.7095878
10765737712,2.8345424,36.6406693
975645880,2.834552,36.6947185
5318422865,2.834553,36.6407534
975585248,2.8345696,36.7101867
975645946,2.8345827,36.7005752
10908390575,2.8345892,36.6831605
943583007,2.8345909,36.7261963
10976329935,2.8345934,36.7183703
975645817,2.8346303,36.6944892
4756635675,2.8346667,36.6963711
975645808,2.8346801,36.6941047
975585625,2.8347022,36.7092729
10887311636,2.8347351,36.6953272
975585635,2.8347462,36.7115405
943583456,2.8347531,36.7251994
10887314624,2.8347711,36.696949
975645759,2.8347821,36.6981858
975585497,2.834788,36.7097288
975585373,2.834788,36.7104341
975645930,2.8347919,36.6997108
9357224576,2.8347959,36.7043628
975585562,2.8348227,36.709466
9357224593,2.8348294,36.701864
943583032,2.8348538,36.7265228
975645819,2.8348566,36.6942058
283443584,2.8348589,36.7017421
943583551,2.8348657,36.7251493
975645744,2.8348846,36.6977122
9357224586,2.8348857,36.7033037
1652423353,2.8348923,36.7224909
418189889,2.8348952,36.69915
975585487,2.8349275,36.7092127
11135535230,2.8349291,36.6919891
943583005,2.8349317,36.7260312
10959273801,2.8349819,36.7254875
975585522,2.8349829,36.7106646
418189885,2.8350068,36.6984756
975645950,2.8350093,36.7011877
4756635749,2.8350235,36.6960953
975585489,2.8350307,36.7093785
975645811,2.8350642,36.6943307
975645745,2.8350804,36.6974941
10959273800,2.8350889,36.7254267
3179170700,2.8350891,36.6927816
5398851862,2.8351244,36.7164837
1665366439,2.8351294,36.7254779
975645970,2.8351361,36.7011093
481101828,2.8351427,36.7119765
975645900,2.8351528,36.6950282
481101846,2.8351538,36.7123169
3622381906,2.8351604,36.7117754
975645778,2.8351811,36.6995533
975585359,2.8351837,36.7108839
975645901,2.8351957,36.696181
975585374,2.835198,36.7101912
975585170,2.8352033,36.709552
975645951,2.8352091,36.7009959
3180334057,2.8352338,36.6758641
975645779,2.8352343,36.6998538
975645780,2.8352516,36.6999463
943583004,2.8352685,36.7258484
975597107,2.835285,36.7144995
539779847,2.8352934,36.7008794
975645830,2.8352967,36.6948544
975645755,2.8353092,36.7002665
975645799,2.8353459,36.6947959
539779852,2.8353492,36.7008015
418189883,2.8353626,36.6980872
975645944,2.8353636,36.7007332
418189892,2.8353841,36.700642
975585533,2.8353991,36.7111504
975585817,2.8353995,36.7127563
1664532987,2.8354005,36.7265902
5398851887,2.8354087,36.7163439
975585515,2.8354317,36.7104341
418189882,2.8354399,36.6980699
3958840874,2.8354436,36.7227475
975645802,2.8354463,36.6963228
7685120194,2.8354541,36.7009952
481101812,2.8354628,36.7119681
481101832,2.8354772,36.7123091
481101834,2.835478,36.7124428
975645771,2.8354841,36.6977533
539779873,2.8354865,36.7007923
418189879,2.8354884,36.6978476
975597307,2.8354947,36.714037
11542332512,2.8355078,36.7009762
975645840,2.8355199,36.6945821
943583034,2.835524,36.726162
7685120292,2.8355297,36.7008183
10887317108,2.8355616,36.6957618
3019130033,2.8355978,36.7235291
975645753,2.8356294,36.6987754
975585356,2.8356379,36.7106224
975645804,2.835646,36.6964358
3180348377,2.8356468,36.6758526
8185375669,2.8356555,36.7074962
975585493,2.835657,36.7093589
5398805088,2.8356573,36.7130359
481102123,2.8356629,36.7103144
3958842865,2.835663,36.7235195
10887311530,2.8356825,36.6987991
975597109,2.8356887,36.7141415
5398851865,2.8357145,36.7195045
943583451,2.8357377,36.7263977
3179170739,2.835753,36.694326
10765737714,2.8357543,36.6405647
10908390600,2.8357598,36.6785501
392958658,2.8357678,36.6785201
975645747,2.8357682,36.6974738
3180348376,2.8357897,36.6752257
10959273794,2.8358063,36.7263628
975645754,2.8358072,36.7002327
481102468,2.8358095,36.7102395
4756635744,2.8358191,36.6982931
943583052,2.8358277,36.7264348
975585179,2.8358394,36.7096342
975645806,2.8358488,36.6965586
10908390549,2.8358603,36.6785771
975597110,2.8358655,36.7140734
3180348317,2.8358665,36.6748888
392958657,2.8358679,36.6785195
975645800,2.8358716,36.6954067
10887341074,2.8358974,36.7122316
1664533011,2.8359022,36.7269063
418189855,2.835903,36.7009679
975585195,2.8359166,36.7122917
4756635673,2.8359179,36.6953511
481102012,2.8359287,36.7118223
975597186,2.8359467,36.715044
481102511,2.8359477,36.7101689
3180348302,2.8359631,36.6746737
10887312081,2.8359934,36.6940515
3180348344,2.8360087,36.6758335
975585213,2.8360111,36.7124381
9355410069,2.8360284,36.6757172
10887316937,2.836044,36.6976541
975645797,2.8360639,36.6951755
287824969,2.836075,36.6404004
11135535201,2.8360852,36.6900032
481102528,2.8360948,36.7100938
1652423345,2.8361227,36.721642
3019130049,2.8361648,36.7241378
975645803,2.8361714,36.6959295
975645777,2.8361747,36.6969824
3179170713,2.8361758,36.6923526
975645801,2.8361845,36.6954952
1664533086,2.8361848,36.7275152
1664533088,2.8361994,36.7275353
10887316767,2.8361995,36.6975853
4543602900,2.8362005,36.6747015
481102541,2.836207,36.7100365
1652423355,2.8362123,36.7218508
4756635723,2.836216,36.6980899
3179170719,2.8362341,36.6945861
481102458,2.8362607,36.710803
392958660,2.8362663,36.6758222
975645989,2.8362793,36.6998542
975645776,2.8362801,36.6968233
9355410068,2.8362811,36.6757124
3180348367,2.8362849,36.6743209
1652423359,2.8363031,36.7220143
1664533053,2.8363112,36.7270495
975645916,2.8363222,36.6980219
4756635729,2.836334,36.6981119
975645805,2.8363601,36.6960508
481102105,2.8363636,36.7099565
975645775,2.836364,36.6967059
5398851888,2.8363717,36.7172383
975645933,2.8363779,36.6993571
975597118,2.8363864,36.7127018
481102504,2.8364076,36.7107286
975597309,2.836408,36.7146656
10887316861,2.8364282,36.6956197
975645774,2.8364389,36.6965909
3179170741,2.8364469,36.6943436
4756817085,2.8364639,36.7139119
418189896,2.8364855,36.6987016
10915524592,2.8365138,36.6847421
975645773,2.8365241,36.6964608
975645748,2.8365272,36.6977797
3042973398,2.8365327,36.6433983
975585879,2.8365368,36.7098922
481102519,2.8365522,36.7106552
3180348332,2.8365669,36.6747379
4756600654,2.8365955,36.6962245
975585222,2.8366119,36.7086106
1652423357,2.8366183,36.7226027
481101961,2.8366306,36.7108825
418189876,2.8366354,36.6962548
975645749,2.8366402,36.6990652
481103140,2.8366644,36.7097986
481102535,2.8366835,36.7105886
481101969,2.8366847,36.7113086
4756600642,2.8366869,36.6962729
975597128,2.8367031,36.7141759
10887315911,2.8367119,36.6976146
1664533059,2.8367342,36.7271162
975645940,2.8367359,36.6984374
481101973,2.8367396,36.7117667
3958052218,2.836742,36.7281796
4756635736,2.8367443,36.6924291
481101979,2.8367571,36.711878
975597196,2.8367699,36.7158542
11137403606,2.8367912,36.6728565
11135535358,2.8367927,36.6922017
975645986,2.836795,36.6988989
5398851870,2.8367981,36.7194249
481103117,2.8367984,36.7097258
481101992,2.8367984,36.7122029
2707905841,2.8368014,36.7278995
4756635683,2.8368042,36.6975321
4756635715,2.8368121,36.6958123
481102102,2.8368381,36.7105102
3179170667,2.8368512,36.695738
392958679,2.8368609,36.6717293
975597188,2.8368694,36.7158181
1664533055,2.8368709,36.7270495
481103146,2.8368808,36.7102526
